site_name	title	company	record	area	link
잡코리아	시스템 모니터링 개발자	㈜와탭랩스	개발·데이터	서울 서초구	https://www.jobkorea.co.kr/Recruit/GI_Read/46399714?Oem_Code=C1&sc=212
잡코리아	DB 엔지니어	㈜와탭랩스	개발·데이터	서울 서초구	https://www.jobkorea.co.kr/Recruit/GI_Read/46399704?Oem_Code=C1&sc=212
잡코리아	백엔드 개발자	㈜와탭랩스	개발·데이터	서울 서초구	https://www.jobkorea.co.kr/Recruit/GI_Read/46399657?Oem_Code=C1&sc=212
잡코리아	데브옵스 엔지니어	㈜와탭랩스	개발·데이터	서울 서초구	https://www.jobkorea.co.kr/Recruit/GI_Read/46399640?Oem_Code=C1&sc=212
잡코리아	AI/ML 엔지니어	㈜와탭랩스	개발·데이터	서울 서초구	https://www.jobkorea.co.kr/Recruit/GI_Read/46399599?Oem_Code=C1&sc=212
잡코리아	쿠버네티스 컨설턴트	㈜와탭랩스	개발·데이터	서울 서초구	https://www.jobkorea.co.kr/Recruit/GI_Read/46399488?Oem_Code=C1&sc=212
잡코리아	SIEM Lead	㈜와탭랩스	개발·데이터	서울 서초구	https://www.jobkorea.co.kr/Recruit/GI_Read/46399441?Oem_Code=C1&sc=212
잡코리아	IoT Specialist	㈜비스텔리젼스	개발·데이터	서울 서초구 외 1	https://www.jobkorea.co.kr/Recruit/GI_Read/46391334?Oem_Code=C1&sc=212
잡코리아	Customer On-prem Engineer	올거나이즈코리아㈜	개발·데이터	서울 강남구	https://www.jobkorea.co.kr/Recruit/GI_Read/46376620?Oem_Code=C1&sc=212
잡코리아	모바일 개발자 (전임급 1명)	㈜닷	개발·데이터	서울 금천구	https://www.jobkorea.co.kr/Recruit/GI_Read/46368763?Oem_Code=C1&sc=212
잡코리아	오프라인 결제 개발 (경력 3년이상)	㈜엑심베이	개발·데이터	서울 구로구	https://www.jobkorea.co.kr/Recruit/GI_Read/46351512?Oem_Code=C1&sc=212
잡코리아	[경력]AWS 클라우드 SA	㈜웅진	개발·데이터	서울 중구	https://www.jobkorea.co.kr/Recruit/GI_Read/46349919?Oem_Code=C1&sc=212
잡코리아	[경력] 마이크로소프트 파워 플랫폼 엔지니어	㈜웅진	개발·데이터	서울 중구	https://www.jobkorea.co.kr/Recruit/GI_Read/46349797?Oem_Code=C1&sc=212
잡코리아	[경력]ERP개발(.NET,C#,VB.NET)	㈜웅진	개발·데이터	서울 중구	https://www.jobkorea.co.kr/Recruit/GI_Read/46349729?Oem_Code=C1&sc=212
잡코리아	[경력] ABAP개발	㈜웅진	개발·데이터	서울 중구	https://www.jobkorea.co.kr/Recruit/GI_Read/46349675?Oem_Code=C1&sc=212
잡코리아	하드웨어 개발팀 펌웨어 엔지니어	오션스바이오	개발·데이터	서울 용산구	https://www.jobkorea.co.kr/Recruit/GI_Read/46315711?Oem_Code=C1&sc=212
잡코리아	기술지원 엔지니어 경력	㈜에스티씨랩(STCLab.co.,Ltd.)	개발·데이터	서울 강남구	https://www.jobkorea.co.kr/Recruit/GI_Read/46242713?Oem_Code=C1&sc=212
잡코리아	QA Engineer	㈜에스티씨랩(STCLab.co.,Ltd.)	개발·데이터	서울 강남구	https://www.jobkorea.co.kr/Recruit/GI_Read/46242689?Oem_Code=C1&sc=212
잡코리아	대용량 트래픽 제어 엔진 개발	㈜에스티씨랩(STCLab.co.,Ltd.)	개발·데이터	서울 강남구	https://www.jobkorea.co.kr/Recruit/GI_Read/46242682?Oem_Code=C1&sc=212
잡코리아	개발자 LIS System 개발 및 운영	오픈헬스케어㈜	개발·데이터	서울 성동구	https://www.jobkorea.co.kr/Recruit/GI_Read/46192075?Oem_Code=C1&sc=212
잡코리아	IDS / IPS 개발자 경력	㈜코닉글로리(KORNIC GLORY CO.,Ltd.)	개발·데이터	서울 강남구	https://www.jobkorea.co.kr/Recruit/GI_Read/46500055?Oem_Code=C1&sc=212
잡코리아	C++ 개발자(3년 이상)	㈜파더스랩	개발·데이터	서울 강남구 외 5	https://www.jobkorea.co.kr/Recruit/GI_Read/46500719?Oem_Code=C1&sc=212
잡코리아	안드로이드 앱개발(3년 이상)	㈜파더스랩	개발·데이터	서울 강남구	https://www.jobkorea.co.kr/Recruit/GI_Read/46500489?Oem_Code=C1&sc=212
잡코리아	QA 엔지니어	㈜파더스랩	개발·데이터	서울 강남구	https://www.jobkorea.co.kr/Recruit/GI_Read/46493453?Oem_Code=C1&sc=212
잡코리아	솔루션사업 Flutter 앱 개발자	㈜시어스랩	개발·데이터	서울 서초구	https://www.jobkorea.co.kr/Recruit/GI_Read/46492207?Oem_Code=C1&sc=212
잡코리아	프론트엔드 개발자	큐어스트림㈜	개발·데이터	서울 구로구	https://www.jobkorea.co.kr/Recruit/GI_Read/46484930?Oem_Code=C1&sc=212
잡코리아	Firmware 개발자	큐어스트림㈜	개발·데이터	서울 구로구	https://www.jobkorea.co.kr/Recruit/GI_Read/46484911?Oem_Code=C1&sc=212
잡코리아	SW QA	큐어스트림㈜	개발·데이터	서울 구로구	https://www.jobkorea.co.kr/Recruit/GI_Read/46484904?Oem_Code=C1&sc=212
잡코리아	Javascript 웹개발자 (풀스택)	㈜플랙스뉴럴랩스	개발·데이터	서울 관악구	https://www.jobkorea.co.kr/Recruit/GI_Read/46476598?Oem_Code=C1&sc=212
잡코리아	(Web) 프론트엔드 개발자 (4년차 이상)	㈜코어시큐리티	개발·데이터	서울 송파구	https://www.jobkorea.co.kr/Recruit/GI_Read/46467021?Oem_Code=C1&sc=212
잡코리아	백엔드 개발자 경력직	㈜엠트리센	개발·데이터	서울 금천구	https://www.jobkorea.co.kr/Recruit/GI_Read/46466906?Oem_Code=C1&sc=212
잡코리아	인공지능 및 영상처리	에어빌리티㈜	개발·데이터	서울 서초구	https://www.jobkorea.co.kr/Recruit/GI_Read/46465443?Oem_Code=C1&sc=212
잡코리아	항공전자 소프트웨어	에어빌리티㈜	개발·데이터	서울 서초구	https://www.jobkorea.co.kr/Recruit/GI_Read/46465316?Oem_Code=C1&sc=212
잡코리아	정보보호 인증 담당 모집	㈜코닉글로리(KORNIC GLORY CO.,Ltd.)	개발·데이터	서울 강남구	https://www.jobkorea.co.kr/Recruit/GI_Read/46461317?Oem_Code=C1&sc=212
잡코리아	Java Back-End	㈜미니레코드	개발·데이터	서울 송파구	https://www.jobkorea.co.kr/Recruit/GI_Read/46458918?Oem_Code=C1&sc=212
잡코리아	네트워크 필드엔지니어 경력직	㈜세종아이티엘	개발·데이터	서울 구로구	https://www.jobkorea.co.kr/Recruit/GI_Read/46455448?Oem_Code=C1&sc=212
잡코리아	MLOps 정규직	㈜엠트리센	개발·데이터	서울 금천구	https://www.jobkorea.co.kr/Recruit/GI_Read/46447206?Oem_Code=C1&sc=212
잡코리아	Camera Sensor Engineer	㈜모빌린트	개발·데이터	서울 강남구	https://www.jobkorea.co.kr/Recruit/GI_Read/46448624?Oem_Code=C1&sc=212
잡코리아	Front-End Engineer	㈜앰버로드	개발·데이터	서울 강남구 외 1	https://www.jobkorea.co.kr/Recruit/GI_Read/46441461?Oem_Code=C1&sc=212
잡코리아	Data Engineer	㈜앰버로드	개발·데이터	서울 강남구 외 1	https://www.jobkorea.co.kr/Recruit/GI_Read/46441399?Oem_Code=C1&sc=212
잡코리아	AI 개발자	㈜엠파파	개발·데이터	서울 마포구	https://www.jobkorea.co.kr/Recruit/GI_Read/46440449?Oem_Code=C1&sc=212
잡코리아	프론트엔드 시니어 개발자 (5년 이상)	㈜포지큐브	개발·데이터	서울 강남구	https://www.jobkorea.co.kr/Recruit/GI_Read/46440498?Oem_Code=C1&sc=212
잡코리아	Backend Development 시니어	㈜포지큐브	개발·데이터	서울 강남구	https://www.jobkorea.co.kr/Recruit/GI_Read/46440450?Oem_Code=C1&sc=212
잡코리아	네트워크/보안부문 경력 엔지니어	㈜씨케이커뮤스트리	개발·데이터	서울 송파구	https://www.jobkorea.co.kr/Recruit/GI_Read/46440195?Oem_Code=C1&sc=212
잡코리아	연구소개발자 Frontend developer	유비퍼스트대원	개발·데이터	서울 금천구 외 3	https://www.jobkorea.co.kr/Recruit/GI_Read/46433815?Oem_Code=C1&sc=212
잡코리아	연구소 개발자 Backend developer	유비퍼스트대원	개발·데이터	서울 금천구 외 3	https://www.jobkorea.co.kr/Recruit/GI_Read/46433736?Oem_Code=C1&sc=212
잡코리아	loT펌웨어/통신 엔지니어	㈜커널로그	개발·데이터	서울 송파구	https://www.jobkorea.co.kr/Recruit/GI_Read/46424373?Oem_Code=C1&sc=212
잡코리아	DevOps Engineer (경력)	㈜인피니티익스체인지코리아	개발·데이터	서울 강남구	https://www.jobkorea.co.kr/Recruit/GI_Read/46415224?Oem_Code=C1&sc=212
잡코리아	Windows Driver Engineer	㈜모빌린트	개발·데이터	서울 강남구	https://www.jobkorea.co.kr/Recruit/GI_Read/46408914?Oem_Code=C1&sc=212
잡코리아	Linux System Engineer	㈜모빌린트	개발·데이터	서울 강남구	https://www.jobkorea.co.kr/Recruit/GI_Read/46408877?Oem_Code=C1&sc=212
잡코리아	SAP FCM/SCM/EWM 모듈 개발자	㈜웅진	개발·데이터	서울 중구	https://www.jobkorea.co.kr/Recruit/GI_Read/46412402?Oem_Code=C1&sc=212
잡코리아	[경력] 데이터 엔지니어	㈜웅진	개발·데이터	서울 중구	https://www.jobkorea.co.kr/Recruit/GI_Read/46412195?Oem_Code=C1&sc=212
잡코리아	클라우드모니터링 솔루션운영 및 유지보수	㈜웅진	개발·데이터	서울 중구	https://www.jobkorea.co.kr/Recruit/GI_Read/46411871?Oem_Code=C1&sc=212
잡코리아	솔루션 백엔드(Backend) 개발자	㈜노아시스템즈	개발·데이터	서울 성동구	https://www.jobkorea.co.kr/Recruit/GI_Read/46408082?Oem_Code=C1&sc=212
잡코리아	솔루션 프론트엔드(Frontend) 개발자	㈜노아시스템즈	개발·데이터	서울 성동구	https://www.jobkorea.co.kr/Recruit/GI_Read/46408072?Oem_Code=C1&sc=212
원티드	Power Apps 개발자	인포유앤컴퍼니	경력 2년 이상	서울 성동구	https://www.wanted.co.kr/wd/242623
원티드	UI 개발자	이롬넷	경력 2년 이상	서울 강남구	https://www.wanted.co.kr/wd/258665
원티드	Python 개발자	애드크림	경력 3-20년	서울 강남구	https://www.wanted.co.kr/wd/267253
원티드	Frontend Software Engineer (전문연구요원)	어베어(윈들리)	경력 2-6년	서울 강남구	https://www.wanted.co.kr/wd/258023
원티드	프론트 엔드 개발자	에이아이콴텍	경력 4-15년	서울 영등포구	https://www.wanted.co.kr/wd/266680
원티드	데이터 엔지니어링 크롤러	얼터너티브자산운용	경력 1-12년	서울 강남구	https://www.wanted.co.kr/wd/267090
원티드	국토개발 공간정보 플랫폼 프론트엔트 개발자	인프라시프트	경력 4년 이상	서울 송파구	https://www.wanted.co.kr/wd/266909
원티드	웹 Front-end 엔지니어	파인테크소프트	경력 3-30년	서울 서초구	https://www.wanted.co.kr/wd/253574
원티드	PHP Back-end engineer	애드포러스	경력 6-10년	서울 강남구	https://www.wanted.co.kr/wd/264496
원티드	프론트엔드 개발자(5년이상)	파더스랩	경력 5-10년	서울 강남구	https://www.wanted.co.kr/wd/263923
원티드	Software Engineer (Front-end) - 3년 이상	샵라이브	경력 3-10년	서울 강남구	https://www.wanted.co.kr/wd/159400
원티드	파이썬 백엔드 개발자	한국글로벌널리지네트웍	경력 3-5년	서울 강남구	https://www.wanted.co.kr/wd/264631
원티드	이커머스 솔루션 Python Backend 리드	샐러드랩	경력 3-8년	서울 강남구	https://www.wanted.co.kr/wd/267011
원티드	웹 개발자 (JAVA)	제로더	경력 4-8년	서울 동대문구	https://www.wanted.co.kr/wd/220672
원티드	프론트엔드 엔지니어 - 웹 어셈블리	워드브릭스	경력 3-10년	서울 관악구	https://www.wanted.co.kr/wd/238796
원티드	AI 백엔드 개발자	미디어윌네트웍스(알바천국)	경력 3-10년	서울 강남구	https://www.wanted.co.kr/wd/265246
원티드	프론트엔드 개발자(시니어/5년 이상)	워드바이스	경력 5-10년	서울 강남구	https://www.wanted.co.kr/wd/240957
원티드	보안 아키텍트	엔젤스윙	경력 3-15년	서울 서초구	https://www.wanted.co.kr/wd/251644
원티드	[패치스] 웹 프론트엔드 개발자 (3년 이상)	심플컴퍼니	경력 3년 이상	서울 광진구	https://www.wanted.co.kr/wd/260109
원티드	Mid-level Full Stack Developer (전문연구요원 가능)	어크로스비	경력 3-8년	서울 서초구	https://www.wanted.co.kr/wd/266750
원티드	서비스 엔진 개발자 (5년이상~10년이하)	래브라도랩스	경력 5년 이상	서울 서초구	https://www.wanted.co.kr/wd/264018
원티드	Javascript 웹개발자 (풀스택)	플랙스뉴럴랩스	경력 3년 이상	서울 관악구	https://www.wanted.co.kr/wd/265753
원티드	의료영상 분석 웹서비스 풀스택 개발	레이메드	경력 5-6년	서울 서초구	https://www.wanted.co.kr/wd/266437
원티드	Security Compliance Manager	엔젤스윙	경력 3-15년	서울 서초구	https://www.wanted.co.kr/wd/251646
원티드	SRE	디어유	경력 3-10년	서울 강남구	https://www.wanted.co.kr/wd/254807
원티드	Sr. Developer(5~10년)	리코(recokr)	경력 5-10년	서울 강남구	https://www.wanted.co.kr/wd/265488
원티드	백엔드 리드 엔지니어 (Python)	엘리스	경력 5-10년	서울 강남구	https://www.wanted.co.kr/wd/230306
원티드	SW주니어 개발자 (3년이상)	넥스트리	경력 3-10년	서울 금천구	https://www.wanted.co.kr/wd/265873
원티드	블록체인 서비스 FE개발자	람다256	경력 5-8년	서울 서초구	https://www.wanted.co.kr/wd/258158
원티드	백엔드 개발자 (Senior)	엑스트라이버(트립스토어)	경력 5-20년	서울 강남구	https://www.wanted.co.kr/wd/266432
원티드	Python 개발자(4년 이상)	자이온아이티에스	경력 4-11년	서울 서초구	https://www.wanted.co.kr/wd/267569
원티드	오프라인 결제 개발자	엑심베이	경력 3-5년	서울 구로구	https://www.wanted.co.kr/wd/230103
원티드	플랫폼 서비스 프론트엔드 개발자	엠피에이지(MPAG)	경력 5-15년	서울 중구	https://www.wanted.co.kr/wd/262643
원티드	Software Developer(Python)	람다256	경력 3-7년	서울 서초구	https://www.wanted.co.kr/wd/261586
원티드	[테크사업부] 시니어 백엔드 개발자	매드업	경력 5-10년	서울 강남구	https://www.wanted.co.kr/wd/222552
원티드	시니어 백엔드 개발자 (6년 이상)	래피드글로벌	경력 6-14년	서울 강남구	https://www.wanted.co.kr/wd/254245
원티드	Senior Backend Application Engineer	트릿지	경력 3년 이상	서울 서초구	https://www.wanted.co.kr/wd/266697
원티드	[병역특례] iOS 개발자(산업기능요원/보충역/전직)	페이타랩(패스오더)	경력 1-8년	서울 강남구	https://www.wanted.co.kr/wd/237548
원티드	커뮤니티 백엔드 개발자 (전문연구요원 지원 가능)	인티그레이션(메디스트림)	경력 4-7년	서울 강남구	https://www.wanted.co.kr/wd/254114
원티드	Back-End Junior 개발자	오픈플랜	경력 3-6년	서울 성동구	https://www.wanted.co.kr/wd/201166
원티드	Frontend 개발자(5년이상)	트래포트	경력 5-10년	서울 종로구	https://www.wanted.co.kr/wd/266353
원티드	웹프론트엔드 개발자	아이파킹	경력 6-10년	서울 금천구	https://www.wanted.co.kr/wd/228964
원티드	풀스텍 개발자 미들급	아더월드	경력 3-7년	서울 성동구	https://www.wanted.co.kr/wd/214516
원티드	서비스플랫폼팀 리드 (개발 팀장)	스토어링크	경력 6-10년	서울 중구	https://www.wanted.co.kr/wd/267447
원티드	드론 IoT 백엔드 엔지니어	엔젤스윙	경력 3-15년	서울 서초구	https://www.wanted.co.kr/wd/251643
원티드	풀스택 웹 개발자 (책임급)	뉴스젤리(Newsjelly)	경력 6년 이상	서울 성동구	https://www.wanted.co.kr/wd/250015
원티드	[F&B with AI] 풀스택 개발자	블리츠다이나믹스	경력 3-10년	서울 강남구	https://www.wanted.co.kr/wd/240726
원티드	풀스텍 개발자 (5년차 이상)	파이프트리스마트팜(PAIPTREESmartFarmInc.)	경력 5년 이상	서울 강남구	https://www.wanted.co.kr/wd/249020
원티드	PG 플랫폼 개발자	엑심베이	경력 3-7년	서울 구로구	https://www.wanted.co.kr/wd/231803
원티드	[내집스캔] Software Engineer	한국부동산데이터연구소	경력 5-15년	서울 마포구	https://www.wanted.co.kr/wd/212154
원티드	주니어 PHP/Laravel 개발자 (3년 ~ 6년)	이디엠에듀케이션	경력 3-6년	서울 서초구	https://www.wanted.co.kr/wd/260402
원티드	프론트엔드 리드 엔지니어 (리더)	모두싸인	경력 5-13년	서울 강남구	https://www.wanted.co.kr/wd/212583
원티드	[디어테일] 프론트엔드 리드 개발자 (3년 이상)	페치	경력 3-10년	서울 강남구	https://www.wanted.co.kr/wd/258142
원티드	플랫폼 엔지니어	마스오토	경력 3-10년	서울 서초구	https://www.wanted.co.kr/wd/208417
원티드	Backend engineer	메디웨일	경력 5-10년	서울 강남구	https://www.wanted.co.kr/wd/184268
원티드	플러터(Flutter) 웹(Web) 개발자	에이치아이티	경력 1-4년	서울 서초구	https://www.wanted.co.kr/wd/262569
원티드	[Growth Squad] 시니어 프론트앤드 개발자	클래스101(Class101)	경력 5년 이상	서울 강남구	https://www.wanted.co.kr/wd/262346
원티드	[Plus]Backend	앤서스랩코리아	경력 5년 이상	서울 강남구	https://www.wanted.co.kr/wd/245155
원티드	백엔드 엔지니어 (Python)	엘리스	경력 3-5년	서울 강남구	https://www.wanted.co.kr/wd/57878
원티드	방화벽 관리 솔루션 개발자	위드네트웍스	경력 2-7년	서울 강서구	https://www.wanted.co.kr/wd/261435
원티드	시니어 프론트엔드 개발자 (5년이상)	엔카닷컴	경력 5-10년	서울 중구	https://www.wanted.co.kr/wd/243126
원티드	B2B 탄소회계 SaaS 백엔드 개발자	엔츠	경력 3년 이상	서울 강남구	https://www.wanted.co.kr/wd/250297
원티드	Azure Cloud Architect	클루커스	경력 5년 이상	서울 강남구	https://www.wanted.co.kr/wd/263988
원티드	백엔드 엔지니어 (Python/Django)	뮤즈라이브(Muzlive)	경력 2-10년	서울 마포구	https://www.wanted.co.kr/wd/18295
원티드	AI 풀스택 엔지니어	트리플렛	경력 2-5년	서울 서초구	https://www.wanted.co.kr/wd/135822
원티드	AI 기반 사주 앱 / 텔레그램 미니앱 개발자	화승엔지니어링	경력 1-5년	서울 구로구	https://www.wanted.co.kr/wd/245510
원티드	ERP시스템 통계분석 운영(BI/DW) (4년이상)	스카이웨어	경력 4-10년	서울 마포구	https://www.wanted.co.kr/wd/263284
원티드	앱 프론트엔드	잇올	경력 5-20년	서울 서초구	https://www.wanted.co.kr/wd/264293
원티드	[교육솔루션팀] 백엔드 개발자 (3년차 이상)	그렙(프로그래머스)	경력 3-7년	서울 서초구	https://www.wanted.co.kr/wd/266464
원티드	[브이캣] 프론트엔드 개발자	파이온코퍼레이션	경력 5-10년	서울 강남구	https://www.wanted.co.kr/wd/229804
원티드	iOS 앱 개발 (5~10년)	엔카닷컴	경력 5-10년	서울 중구	https://www.wanted.co.kr/wd/245631
원티드	SI 업무분석,설계,개발 (4년이상, 학사/석사)	스카이웨어	경력 4-10년	서울 마포구	https://www.wanted.co.kr/wd/255842
원티드	국토개발 공간정보 플랫폼 백엔드 개발자	인프라시프트	경력 4년 이상	서울 송파구	https://www.wanted.co.kr/wd/266908
원티드	프론트엔드 개발자 [3년 이상] (React Native)	테서	경력 3-10년	서울 강남구	https://www.wanted.co.kr/wd/44655
